,Unnamed: 0,index,drugbank_id,name,smiles,selfies,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
5847,5847,5863,DB09252,Pivhydrazine,[H]N(CC1=CC=CC=C1)N([H])C(=O)C(C)(C)C,[H][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][H][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C],1.77,2.42,3.30e-01 g/l,12.91,3.41
5848,5848,5864,DB09254,Caroxazone,NC(=O)CN1CC2=CC=CC=C2OC1=O,[N][C][=Branch1][C][=O][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O],-0.25,0.12,1.19e+01 g/l,15.42,-4.7
5849,5849,5865,DB09256,Tegafur,FC1=CN(C2CCCO2)C(=O)NC1=O,[F][C][=C][N][Branch1][Branch2][C][C][C][C][O][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring1][N][=O],-0.09,0.024,1.40e+01 g/l,8.08,-4.3
5850,5850,5866,DB09257,Gimeracil,OC1=CC(=O)NC=C1Cl,[O][C][=C][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch1][Cl],-0.08,0.13,1.42e+01 g/l,8.66,-4.5
5851,5851,5867,DB09262,Imidafenacin,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],2.81,2.76,9.51e-03 g/l,16.11,7.35
5852,5852,5868,DB09268,Picosulfuric acid,OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1,[O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][O][S][Branch1][C][O][=Branch1][C][=O][=O][C][=C][Ring1][O][C][=C][C][=C][C][=N][Ring1][=Branch1],-0.05,-1.5,1.85e-02 g/l,-2.5,4.08
5853,5853,5869,DB09271,Cimetropium,[H][C@](CO)(C(=O)O[C@@]1([H])C[C@@]2([H])[C@]3([H])O[C@]3([H])[C@@]([H])(C1)[N+]2(C)CC1CC1)C1=CC=CC=C1,[H][C@][Branch1][Ring1][C][O][Branch2][Ring2][#C][C][=Branch1][C][=O][O][C@@][Branch1][C][H][C][C@@][Branch1][C][H][C@][Branch1][C][H][O][C@][Ring1][Ring2][Branch1][C][H][C@@][Branch1][C][H][Branch1][Ring2][C][Ring1][=N][N+1][Ring1][O][Branch1][C][C][C][C][C][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.45,-2.5,2.44e-03 g/l,15.15,-2.7
5854,5854,5870,DB09272,Eluxadoline,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O,[C][O][C][=C][C][=C][Branch2][Branch1][#Branch1][C][N][Branch2][Ring1][=Branch1][C@@H1][Branch1][C][C][C][=N][C][=Branch1][Branch1][=C][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][Branch1][C][C][C][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][C][C][Branch1][C][N][=O][C][=C][Ring2][Ring2][Branch1][C][Branch1][C][O][=O],1.08,1.8,2.68e-03 g/l,3.66,7.99
5855,5855,5871,DB09274,Artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,[H][C@@][C][C][C@@H1][Branch1][C][C][C@][Branch1][C][H][C][C][C@@][Branch1][C][C][O][O][C@@][Ring1][=C][Ring1][=Branch2][C@][Branch1][C][H][Branch2][Ring1][=Branch1][O][C@@H1][Branch1][=N][O][C][=Branch1][C][=O][C][C][C][Branch1][C][O][=O][C@@H1][Ring2][Ring1][O][C][O][Ring2][Ring1][Ring2],2.35,3.1,6.78e-01 g/l,3.77,-4.2
5856,5856,5872,DB09275,Bismuth subcitrate potassium,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[K+1].[K+1].[K+1].[K+1].[K+1].[Bi+3].[O-1][C][=Branch1][C][=O][C][C][Branch1][C][O-1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O].[O-1][C][=Branch1][C][=O][C][C][Branch1][C][O-1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.79,-1.3,1.38e+01 g/l,3.05,-4.2
5857,5857,5873,DB09277,Choline C 11,[Cl-].C[N+](C)([11CH3])CCO,[Cl-1].[C][N+1][Branch1][C][C][Branch1][C][11CH3][C][C][O],-4.0,-4.7,5.45e+00 g/l,13.97,-3.2
5858,5858,5874,DB09279,Fimasartan,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,[C][C][C][C][C][=N][C][Branch1][C][C][=C][Branch1][O][C][C][=Branch1][C][=S][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring1][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=N][N][=N][N][Ring1][Branch1],4.09,4.21,4.69e-03 g/l,4.23,1.34
5859,5859,5875,DB09280,Lumacaftor,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,[C][C][=C][C][=C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][C][=C][C][=C][O][C][Branch1][C][F][Branch1][C][F][O][C][Ring1][#Branch1][=C][Ring1][O][N][=C][Ring2][Ring1][#Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],4.37,5.77,3.76e-03 g/l,4.17,3.5
5860,5860,5876,DB09282,Molsidomine,CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1,[C][C][O][C][=Branch1][C][=O][N-1][C][=C][N+1][=Branch1][Branch1][=N][O][Ring1][Branch1][N][C][C][O][C][C][Ring1][=Branch1],-1.0,-1.0,1.33e+01 g/l,9.94,-3.2
5861,5861,5877,DB09285,Morniflumate,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OCCN2CCOCC2)=CC=C1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][O][N][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch2],3.34,4.77,8.61e-02 g/l,14.21,5.86
5862,5862,5878,DB09286,Pipamperone,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,[N][C][=Branch1][C][=O][C][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C][N][C][C][C][C][C][Ring1][=Branch1],2.32,1.87,1.82e-01 g/l,15.94,8.69
5863,5863,5879,DB09288,Propacetamol,CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1,[C][C][N][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2],1.96,1.42,5.13e-01 g/l,14.67,6.83
5864,5864,5880,DB09289,Tianeptine,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=N][N][C][C][C][C][C][C][C][Branch1][C][O][=O][C][=C][Branch1][#Branch2][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring2][Ring1][#Branch2][=Branch1][C][=O][=O],2.07,1.53,4.13e-03 g/l,4.22,8.1
5865,5865,5881,DB09290,Ramosetron,CN1C=C(C(=O)[C@@H]2CCC3=C(C2)N=CN3)C2=C1C=CC=C2,[C][N][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C@@H1][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][N][Ring1][=Branch1][C][=C][Ring1][S][C][=C][C][=C][Ring1][=Branch1],2.22,2.24,6.96e-02 g/l,12.68,6.36
5866,5866,5882,DB09291,Rolapitant,C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[C][C@@H1][Branch2][Ring1][P][O][C][C@][Branch2][Ring1][Ring1][C][C][C@][Branch1][#Branch2][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][N][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F],4.07,5.0,1.66e-03 g/l,14.15,8.3
5867,5867,5883,DB09292,Sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,[C][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C][C@@H1][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][Branch1][C][O][=O],3.9,3.79,9.42e-04 g/l,4.18,-1.6
5868,5868,5884,DB09295,Talniflumate,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=CC=CC=C23)=CC=C1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][P][N][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][#Branch2],4.0,6.65,4.17e-03 g/l,13.33,3.5
5869,5869,5885,DB09296,Ombitasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,[C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@@H1][C][C][C@H1][Branch2][Ring1][=Branch1][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch2],5.72,7.49,1.93e-03 g/l,12.77,2.16
5870,5870,5886,DB09297,Paritaprevir,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,[H][C@@][C][C@][Ring1][Ring1][Branch2][=Branch1][O][N][C][=Branch1][C][=O][C@][Branch1][C][H][C][C@H1][Branch2][Ring2][=Branch1][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C@H1][Branch1][O][C][C][C][C][C][\C][=C][-/Ring2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][C][C][C][=N][Ring1][#Branch1][O][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1],3.5,2.49,7.78e-03 g/l,3.8,2.64
5871,5871,5887,DB09298,Silibinin,[H][C@@]1(OC2=C(O[C@@H]1CO)C=CC(=C2)[C@@]1([H])OC2=C(C(O)=CC(O)=C2)C(=O)[C@@H]1O)C1=CC(OC)=C(O)C=C1,[H][C@@][Branch2][Ring2][P][O][C][=C][Branch1][#Branch1][O][C@@H1][Ring1][=Branch1][C][O][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch2][C@@][Branch1][C][H][O][C][=C][Branch1][=N][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][C@@H1][Ring1][=C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][C][O][C][=C][Ring1][=Branch2],2.35,2.63,9.26e-02 g/l,7.75,-3.0
5872,5872,5888,DB09299,Tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][P@][=Branch1][C][=O][Branch2][Ring1][Branch2][C][O][C@H1][Branch1][C][C][C][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch2][Ring1][#Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1.49,1.88,2.36e-01 g/l,11.36,5.12
5873,5873,5889,DB09300,Butylscopolamine,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,[C][C][C][C][N+1][Branch1][C][C][C@H1][C][C@@H1][Branch1][N][C][C@@H1][Ring1][#Branch1][C@H1][O][C@@H1][Ring1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],0.79,-1.9,2.01e-03 g/l,15.15,-2.7
5874,5874,5890,DB09308,Solithromycin,[H][C@]12N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]1(C)[C@@]([H])(CC)OC(=O)[C@@](C)(F)C(=O)[C@]([H])(C)[C@@]([H])(O[C@]1([H])O[C@]([H])(C)C[C@]([H])(N(C)C)[C@@]1([H])O)[C@@](C)(C[C@@]([H])(C)C(=O)[C@]2([H])C)OC,[H][C@][N][Branch2][Ring1][=Branch2][C][C][C][C][N][C][=C][Branch1][Branch1][N][=N][Ring1][Branch1][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C@][Ring2][Ring1][=Branch1][Branch1][C][C][C@@][Branch1][C][H][Branch1][Ring1][C][C][O][C][=Branch1][C][=O][C@@][Branch1][C][C][Branch1][C][F][C][=Branch1][C][=O][C@][Branch1][C][H][Branch1][C][C][C@@][Branch1][C][H][Branch2][Ring1][P][O][C@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][C][C][C][C@][Branch1][C][H][Branch1][=Branch1][N][Branch1][C][C][C][C@@][Ring1][=N][Branch1][C][H][O][C@@][Branch1][C][C][Branch2][Ring1][Branch1][C][C@@][Branch1][C][H][Branch1][C][C][C][=Branch1][C][=O][C@][Ring2][Branch1][P][Branch1][C][H][C][O][C],4.22,5.76,1.67e-02 g/l,12.8,7.68
5875,5875,5891,DB09309,Kitasamycin,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C,[C][O][C@H1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C][\C][=C][\C][=C][\C@H1][Branch1][C][O][C@H1][Branch1][C][C][C][C@H1][Branch1][Ring2][C][C][=O][C@@H1][Ring2][Ring1][Branch2][O][C@@H1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][S][O][C@H1][C][C@@][Branch1][C][C][Branch1][C][O][C@@H1][Branch1][N][O][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C@H1][Branch1][C][C][O][Ring1][S][C@@H1][Branch1][=Branch1][C@H1][Ring2][Ring1][Branch2][O][N][Branch1][C][C][C],2.72,2.78,1.31e-01 g/l,12.68,7.9
5876,5876,5892,DB09313,Ioxaglic acid,CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I,[C][N][C][=Branch1][C][=O][C][=C][Branch1][C][I][C][Branch2][Ring2][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Branch1][C][I][C][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][O][=C][Ring1][P][I][=C][Branch1][C][I][C][Branch1][#Branch2][N][Branch1][C][C][C][Branch1][C][C][=O][=C][Ring2][Ring2][=Branch1][I],0.58,3.75,1.52e-02 g/l,2.13,-1.7
5877,5877,5893,DB09314,Technetium Tc-99m pertechnetate,O.O.O.O.[98Tc-],[O].[O].[O].[O].[98Tc-1],-1.4,-0.65,1.37e+02 g/l,15.7,-1.8
5878,5878,5894,DB09319,Carindacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O,[H][C@][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][Ring2][S][N][Ring1][#Branch1][C][=Branch1][C][=O][C@H1][Ring1][#Branch2][N][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][=C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],3.57,3.63,4.91e-03 g/l,3.29,-6.3
5879,5879,5895,DB09320,Procaine benzylpenicillin,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1].[H][C@][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][Ring1][=Branch2][N][Ring1][#Branch1][C][=Branch1][C][=O][C@H1][Ring1][#Branch2][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],1.92,1.08,2.85e-01 g/l,3.53,-2.8
5880,5880,5896,DB09324,Sulbactam,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O,[H][C@@][C][C][=Branch1][C][=O][N][Ring1][Branch1][C@@][Branch1][C][H][Branch1][=Branch1][C][Branch1][C][O][=O][C][Branch1][C][C][Branch1][C][C][S][Ring1][=C][=Branch1][C][=O][=O],-0.92,-0.89,4.85e+01 g/l,3.09,-3.8
5881,5881,5897,DB09327,Tegafur-uracil,O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O,[O][=C][N][C][=C][C][=Branch1][C][=O][N][Ring1][#Branch1].[F][C][=C][N][Branch1][Branch2][C][C][C][C][O][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring1][N][=O],-0.09,0.024,1.40e+01 g/l,8.08,-4.3
5882,5882,5898,DB09330,Osimertinib,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,[C][O][C][=C][Branch2][Ring1][N][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][N][N][Branch1][C][C][C][C][N][Branch1][C][C][C],4.47,4.49,2.24e-02 g/l,13.64,8.87
5883,5883,5899,DB09333,Iopodic acid,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,[C][N][Branch1][C][C][C][=N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][Branch2][C][C][C][Branch1][C][O][=O][=C][Ring1][=N][I],3.59,3.4,8.19e-03 g/l,1.99,4.16
5884,5884,5900,DB09335,Alatrofloxacin,[H][C@@]12CN(C[C@]1([H])[C@H]2NC(=O)[C@H](C)NC(=O)[C@H](C)N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,[H][C@@][C][N][Branch2][Ring1][=C][C][C@][Ring1][Branch1][Branch1][C][H][C@H1][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=N][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][=Branch1][P][=C][N][Ring1][#Branch2][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][Branch1][C][O][=O],0.65,-0.83,3.88e-02 g/l,5.41,8.09
5885,5885,5901,DB09338,Mersalyl,COC(CNC(=O)C1=CC=CC=C1OCC(O)=O)C[Hg]O,[C][O][C][Branch2][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][=O][C][Hg][O],-0.07,-0.74,9.90e+00 g/l,3.24,-1.3
5886,5886,5902,DB09340,Tyropanoic acid,CCCC(=O)NC1=C(I)C=C(I)C(CC(CC)C(O)=O)=C1I,[C][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][N][C][C][Branch1][Ring1][C][C][C][Branch1][C][O][=O][=C][Ring1][#C][I],4.14,6.21,3.18e-03 g/l,2.52,-3.9
5887,5887,5903,DB09343,Tipiracil,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,[Cl][C][=C][Branch1][#Branch2][C][N][C][C][C][C][Ring1][Branch1][=N][N][C][=Branch1][C][=O][N][C][Ring1][=C][=O],-0.21,-2.0,7.31e-01 g/l,7.28,11.55
5888,5888,5904,DB09346,Metrizoic acid,CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,[C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Branch1][C][I][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Ring1][#C][I],2.18,2.76,8.77e-02 g/l,2.16,-3.9
5889,5889,5905,DB09347,Acetrizoic acid,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C=C1I,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Branch1][C][I][C][=C][Ring1][O][I],3.03,3.66,5.59e-02 g/l,2.33,-4.5
5890,5890,5906,DB09351,Levobetaxolol,CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,[C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][Branch1][#Branch2][C][C][O][C][C][C][C][Ring1][Ring1][C][=C][Ring1][=N],3.0,2.54,2.98e-02 g/l,14.09,9.67
5891,5891,5907,DB09352,Hydroxyamphetamine,CC(N)CC1=CC=C(O)C=C1,[C][C][Branch1][C][N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0.58,1.0,3.13e+00 g/l,10.48,9.8
5892,5892,5908,DB09355,Sulfabenzamide,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1,[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],1.69,1.59,1.34e-01 g/l,4.32,2.09
5893,5893,5909,DB09357,Dexpanthenol,CC(C)(CO)[C@@H](O)C(=O)NCCCO,[C][C][Branch1][C][C][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][O],-1.0,-1.7,1.21e+02 g/l,12.69,-2.4
5894,5894,5910,DB09364,Procaine merethoxylline,O.[Hg+].CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[CH2]C(CN=C(O)C1=CC=CC=C1OCC([O-])=O)OCCOC,[O].[Hg+1].[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1].[CH2][C][Branch2][Ring1][=Branch1][C][N][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O-1][=O][O][C][C][O][C],1.12,0.83,3.43e+00 g/l,2.99,3.71
5895,5895,5911,DB09371,Norethynodrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3,[H][C@@][C][C][C@@][Branch1][C][O][Branch1][Ring1][C][#C][C@@][Ring1][Branch2][Branch1][C][C][C][C][C@][Branch1][C][H][C][=C][Branch1][#Branch2][C][C][C@@][Ring2][Ring1][C][Ring1][#Branch1][H][C][C][=Branch1][C][=O][C][C][Ring1][O],2.6,2.81,9.82e-03 g/l,16.21,-1.7
